,user_id,timestamp,group,landing_page,converted
88253,755964,58:57.6,treatment,new_page,1
88254,926570,52:56.9,control,old_page,1
88272,713757,02:26.8,control,old_page,1
88281,890729,10:30.4,control,old_page,1
88282,937656,36:31.5,treatment,new_page,1
88292,771058,33:35.9,treatment,new_page,1
88294,928760,35:19.6,control,old_page,1
88323,635588,29:48.7,control,old_page,1
88331,637426,56:51.2,control,old_page,1
88340,868743,02:21.2,control,old_page,1
88349,813938,03:29.2,treatment,new_page,1
88350,911121,47:52.0,treatment,new_page,1
88352,775548,24:03.6,control,old_page,1
88359,770485,00:30.8,control,old_page,1
88367,842829,04:05.9,control,old_page,1
88385,721277,34:34.4,control,old_page,1
88391,675519,41:08.4,treatment,new_page,1
88392,766394,28:55.7,treatment,new_page,1
88399,868152,05:57.8,control,old_page,1
88410,914356,35:22.9,control,old_page,1
88419,906563,39:12.6,control,old_page,1
88449,845912,09:58.3,control,old_page,1
88451,647401,05:29.9,control,old_page,1
88460,817113,03:47.9,treatment,new_page,1
88461,660104,39:41.2,control,old_page,1
88462,853771,50:41.2,control,old_page,1
88474,887218,37:57.3,control,old_page,1
88503,869245,11:30.0,treatment,new_page,1
88513,874949,58:02.0,control,old_page,1
88515,758900,44:34.4,treatment,new_page,1
88524,945237,34:01.3,control,old_page,1
88537,752292,40:13.2,control,old_page,1
88542,835603,50:31.3,treatment,new_page,1
88550,870139,04:22.9,control,old_page,1
88559,634173,49:28.4,treatment,new_page,1
88569,860719,30:20.4,treatment,new_page,1
88577,635955,39:41.7,treatment,new_page,1
88582,879848,26:48.4,treatment,new_page,1
88585,800004,47:53.0,treatment,new_page,1
88610,739940,38:25.7,treatment,new_page,1
88616,865412,02:00.2,control,old_page,1
88623,786766,52:06.0,treatment,new_page,1
88626,635025,00:06.8,control,old_page,1
88651,653095,37:31.0,control,old_page,1
88695,745880,55:01.6,treatment,new_page,1
88696,746335,48:34.5,control,old_page,1
88698,925202,44:55.2,control,old_page,1
88699,916624,11:07.6,control,old_page,1
88710,746044,36:13.0,control,old_page,1
88711,828675,21:27.9,treatment,new_page,1
88744,744481,50:34.2,treatment,new_page,1
88746,906300,39:50.2,control,old_page,1
88751,867412,46:25.0,treatment,new_page,1
88753,649252,24:24.6,treatment,new_page,1
88754,901238,50:22.2,control,old_page,1
88773,699998,47:52.4,treatment,new_page,1
88774,911071,43:02.6,treatment,new_page,1
88775,691241,33:12.1,treatment,new_page,1
88789,719492,36:39.2,treatment,new_page,1
88802,880818,10:38.2,treatment,new_page,1
88808,681168,28:22.8,treatment,new_page,1
88809,656541,40:46.7,control,old_page,1
88818,912750,46:06.7,treatment,new_page,1
88877,693389,36:57.2,treatment,new_page,1
88881,654799,52:22.3,treatment,new_page,1
88895,866760,02:18.5,treatment,new_page,1
88902,831405,00:44.2,treatment,new_page,1
88905,784248,22:37.9,control,old_page,1
88912,776970,13:16.8,control,old_page,1
88922,877180,36:37.9,control,old_page,1
88939,852988,55:55.1,control,old_page,1
88949,898691,08:42.2,treatment,new_page,1
88950,691731,56:59.9,treatment,new_page,1
88961,915497,32:31.0,control,old_page,1
88962,880886,33:28.7,treatment,new_page,1
88965,782413,43:57.2,control,old_page,1
88989,713543,35:41.6,control,old_page,1
88995,764036,18:15.0,control,old_page,1
88999,926280,16:55.2,control,old_page,1
89012,820081,47:39.3,treatment,new_page,1
89017,693349,54:38.2,treatment,new_page,1
89033,805991,58:31.6,control,old_page,1
89037,769624,10:43.7,treatment,new_page,1
89038,646921,51:06.0,control,old_page,1
89039,854687,24:31.0,control,old_page,1
89042,765977,02:33.1,control,old_page,1
89046,677447,50:08.0,control,old_page,1
89049,918476,36:51.6,control,old_page,1
89057,638153,24:02.8,control,old_page,1
89058,841164,08:41.7,control,old_page,1
89078,795061,37:38.7,treatment,new_page,1
89085,795727,16:27.1,treatment,new_page,1
89093,645474,38:17.8,treatment,new_page,1
89101,659388,03:25.4,control,old_page,1
89104,672637,46:46.0,treatment,new_page,1
89113,763250,20:45.6,treatment,new_page,1
89117,820247,40:07.6,treatment,new_page,1
89126,645415,35:48.3,control,old_page,1
89131,891061,25:46.8,treatment,new_page,1
89133,779240,51:53.4,treatment,new_page,1
89138,725475,51:25.1,control,old_page,1
89140,761015,46:36.1,control,old_page,1
89142,867943,55:39.5,control,old_page,1
89162,912470,19:13.5,treatment,new_page,1
89166,713301,02:56.4,treatment,new_page,1
89172,783334,41:23.5,treatment,new_page,1
89178,673062,58:57.3,control,old_page,1
89181,877332,21:52.6,control,old_page,1
89194,746625,05:04.9,control,old_page,1
89210,660164,06:24.6,control,old_page,1
89215,767160,20:39.1,control,old_page,1
89224,765000,20:33.9,treatment,new_page,1
89229,936854,22:25.7,control,old_page,1
89235,697555,42:55.6,control,old_page,1
89236,867215,42:16.9,treatment,new_page,1
89242,692859,34:44.4,treatment,new_page,1
89243,937271,54:38.9,treatment,new_page,1
89247,793087,53:11.4,treatment,new_page,1
89272,935749,46:29.2,control,old_page,1
89282,760087,31:24.3,control,old_page,1
89287,807099,48:42.8,treatment,new_page,1
89305,753105,39:28.8,control,old_page,1
89324,691061,36:15.9,control,old_page,1
89342,800235,43:40.2,treatment,new_page,1
89343,706594,10:38.4,treatment,new_page,1
89372,733860,47:38.8,control,old_page,1
89398,691404,09:30.1,control,old_page,1
89406,814381,18:12.6,control,old_page,1
89409,808802,18:53.0,control,old_page,1
89410,909160,55:19.9,control,old_page,1
89418,815118,07:34.9,treatment,new_page,1
89426,692041,12:11.8,treatment,new_page,1
89428,707348,17:12.2,treatment,new_page,1
89448,647625,03:45.8,control,old_page,1
89450,862839,59:44.1,control,old_page,1
89453,830534,48:26.6,treatment,new_page,1
89476,826126,04:20.5,treatment,new_page,1
89503,846385,30:35.3,control,old_page,1
89507,894631,29:26.7,control,old_page,1
89509,890909,11:06.9,control,old_page,1
89510,655098,52:29.4,treatment,new_page,1
89512,928818,04:41.9,control,old_page,1
89543,669945,37:26.4,treatment,new_page,1
89545,794144,17:53.0,control,old_page,1
89546,862996,57:39.3,treatment,new_page,1
89562,801709,04:39.9,treatment,new_page,1
89573,775035,53:37.2,treatment,new_page,1
89577,928700,54:00.3,treatment,new_page,1
89615,841524,23:34.4,treatment,new_page,1
89617,878904,24:30.1,control,old_page,1
89622,739722,52:37.9,control,old_page,1
89651,682597,22:27.5,control,old_page,1
89653,756301,24:12.8,control,old_page,1
89660,682754,10:12.2,control,old_page,1
89683,754855,39:42.6,treatment,new_page,1
89689,752276,39:33.4,control,old_page,1
89719,780535,45:24.0,treatment,new_page,1
89726,827770,57:36.8,control,old_page,1
89728,809121,19:48.5,treatment,new_page,1
89729,832900,12:49.7,treatment,new_page,1
89733,687476,26:49.2,control,old_page,1
89736,808199,14:54.7,treatment,new_page,1
89738,693901,25:28.3,control,old_page,1
89742,879948,32:12.3,control,old_page,1
89761,642654,27:05.3,treatment,new_page,1
89772,836611,19:38.0,treatment,new_page,1
89777,695919,43:37.3,treatment,new_page,1
89787,874537,31:51.5,control,old_page,1
89791,742287,46:21.5,control,old_page,1
89800,686387,40:13.5,control,old_page,1
89801,669966,34:49.6,treatment,new_page,1
89806,918002,44:50.2,treatment,new_page,1
89821,824939,50:50.6,treatment,new_page,1
89825,698731,18:49.8,control,old_page,1
89830,826524,45:33.1,control,old_page,1
89840,916204,56:14.3,treatment,new_page,1
89857,898987,01:25.5,control,old_page,1
89863,799674,33:04.7,treatment,new_page,1
89873,839317,09:46.8,treatment,new_page,1
89885,634824,00:22.2,treatment,new_page,1
89891,803337,32:00.1,control,old_page,1
89893,773951,20:06.9,control,old_page,1
89908,698103,26:57.2,control,old_page,1
89914,863295,26:33.9,control,old_page,1
89919,650159,11:51.8,control,old_page,1
89927,703396,34:32.3,treatment,new_page,1
89933,890051,58:40.2,control,old_page,1
89937,880289,26:43.8,treatment,new_page,1
89939,923407,37:31.3,treatment,new_page,1
89952,915090,30:07.5,treatment,new_page,1
89954,695369,46:59.3,control,old_page,1
89956,771894,41:06.6,control,old_page,1
89965,682246,25:27.5,control,old_page,1
89966,636032,06:58.1,treatment,new_page,1
89970,753426,15:39.9,treatment,new_page,1
89976,682669,02:41.6,treatment,new_page,1
89991,693219,33:34.5,control,old_page,1
90003,734831,07:38.4,control,old_page,1
90009,872350,42:00.4,control,old_page,1
90020,795605,14:20.9,control,old_page,1
90031,826680,17:25.9,treatment,new_page,1
90033,826939,16:32.4,control,old_page,1
90034,884291,44:15.5,control,old_page,1
90036,921648,29:47.8,control,old_page,1
90038,707181,13:42.8,control,old_page,1
90040,855920,08:08.9,treatment,new_page,1
90055,678276,18:25.2,control,old_page,1
90057,871015,06:02.4,treatment,new_page,1
90061,829225,36:01.5,control,old_page,1
90067,750267,10:41.6,treatment,new_page,1
90071,655395,15:25.9,control,old_page,1
90079,925093,46:54.6,control,old_page,1
90092,923462,42:02.1,treatment,new_page,1
90098,848259,00:28.8,treatment,new_page,1
90110,754942,19:04.9,treatment,new_page,1
90145,796686,20:09.8,treatment,new_page,1
90150,692275,26:39.1,control,old_page,1
90154,850370,22:28.1,treatment,new_page,1
90157,811231,24:51.9,treatment,new_page,1
90164,779416,23:57.6,control,old_page,1
90165,854366,35:57.0,treatment,new_page,1
90168,674049,23:28.5,treatment,new_page,1
90171,871715,56:23.8,treatment,new_page,1
90182,775607,28:07.7,control,old_page,1
90191,869495,10:50.1,control,old_page,1
90195,665926,12:44.8,control,old_page,1
90202,827434,38:20.1,treatment,new_page,1
90223,937215,19:12.6,treatment,new_page,1
90229,703214,17:23.9,control,old_page,1
90258,809767,21:47.8,control,old_page,1
90264,664548,25:16.9,control,old_page,1
90266,831157,35:34.4,treatment,new_page,1
90268,824451,22:36.0,treatment,new_page,1
90277,827985,56:22.0,treatment,new_page,1
90310,714038,46:07.4,control,old_page,1
90312,812279,40:17.9,control,old_page,1
90336,879251,19:26.9,control,old_page,1
90356,891190,34:33.1,treatment,new_page,1
90379,736542,33:04.2,control,old_page,1
90382,636868,37:57.3,treatment,new_page,1
90398,833630,27:42.1,control,old_page,1
90404,713855,24:31.6,treatment,new_page,1
90407,896333,57:45.4,treatment,new_page,1
90414,851277,27:48.3,control,old_page,1
90420,898996,04:16.6,control,old_page,1
90431,637664,53:12.4,treatment,new_page,1
90436,767319,04:48.0,treatment,new_page,1
90439,672532,24:11.1,treatment,new_page,1
90451,709437,30:04.4,treatment,new_page,1
90453,677446,09:56.8,control,old_page,1
90457,748854,36:02.6,treatment,new_page,1
90465,896593,20:07.7,treatment,new_page,1
90486,720104,49:51.5,treatment,new_page,1
90487,912759,00:50.1,treatment,new_page,1
90490,673054,21:32.3,control,old_page,1
90495,893553,47:50.1,control,old_page,1
90502,872477,38:13.8,control,old_page,1
90503,658331,06:51.0,control,old_page,1
90510,885727,19:20.8,treatment,new_page,1
90512,926929,38:40.8,control,old_page,1
90519,646861,07:37.5,treatment,new_page,1
90533,667108,35:26.5,treatment,new_page,1
90537,650884,14:06.2,control,old_page,1
90548,749572,48:58.0,control,old_page,1
90552,689422,26:59.7,treatment,new_page,1
90564,758959,27:01.0,control,old_page,1
90567,656373,25:10.2,control,old_page,1
90587,711890,42:40.9,treatment,new_page,1
90592,945746,28:19.6,treatment,new_page,1
90598,807515,02:56.0,control,old_page,1
90602,908151,20:22.9,treatment,new_page,1
90609,919348,01:48.5,treatment,new_page,1
90610,790727,19:43.4,control,old_page,1
90612,634091,33:28.9,treatment,new_page,1
90617,670295,20:26.5,treatment,new_page,1
90619,784276,13:06.6,treatment,new_page,1
90624,775803,50:21.5,control,old_page,1
90651,851561,49:01.7,treatment,new_page,1
90655,826014,17:52.9,treatment,new_page,1
90659,775038,11:50.2,treatment,new_page,1
90660,842086,27:56.3,treatment,new_page,1
90668,681619,46:36.1,control,old_page,1
90679,714768,12:06.8,control,old_page,1
90688,940880,27:27.6,treatment,new_page,1
90697,655851,38:34.2,treatment,new_page,1
90702,899894,16:35.9,control,old_page,1
90741,927428,53:22.0,treatment,new_page,1
90743,721986,56:02.7,control,old_page,1
90744,829900,25:33.6,control,old_page,1
90775,926602,09:17.6,treatment,new_page,1
90777,729315,05:43.0,control,old_page,1
90784,939148,58:08.5,control,old_page,1
90785,944702,27:02.1,control,old_page,1
90804,680904,07:19.9,treatment,new_page,1
90807,649381,39:11.5,control,old_page,1
90813,786784,43:18.9,treatment,new_page,1
90829,714807,45:53.7,treatment,new_page,1
90836,695202,56:24.5,treatment,new_page,1
90842,863523,39:59.2,control,old_page,1
90856,736698,15:25.3,treatment,new_page,1
90859,690779,35:44.7,treatment,new_page,1
90895,902692,25:25.3,treatment,new_page,1
90909,887803,17:02.0,control,old_page,1
90910,937762,35:01.4,control,old_page,1
90917,679393,10:31.7,control,old_page,1
90923,932581,30:34.0,control,old_page,1
90924,704736,20:26.1,control,old_page,1
90947,805239,13:10.1,control,old_page,1
90950,649668,18:46.7,control,old_page,1
90956,934687,34:15.6,control,old_page,1
90961,695892,49:18.9,control,old_page,1
90965,725698,33:00.2,treatment,new_page,1
90968,775984,31:35.5,treatment,new_page,1
90978,746583,15:52.9,control,old_page,1
90992,760712,02:14.3,control,old_page,1
91007,700255,01:01.9,control,old_page,1
91012,853295,33:14.7,control,old_page,1
91020,870202,05:00.8,treatment,new_page,1
91038,642456,44:15.5,control,old_page,1
91057,910011,43:23.5,treatment,new_page,1
91060,920409,03:01.0,treatment,new_page,1
91066,907329,56:34.2,treatment,new_page,1
91070,687980,34:30.9,control,old_page,1
91091,857497,30:58.5,control,old_page,1
91093,858063,08:46.9,treatment,new_page,1
91107,908801,59:46.2,control,old_page,1
91124,910563,08:47.6,treatment,new_page,1
91139,830890,21:38.4,treatment,new_page,1
91141,834036,22:25.3,control,old_page,1
91151,832536,55:41.0,control,old_page,1
91160,779300,00:43.6,treatment,new_page,1
91188,779696,33:46.7,control,old_page,1
91190,764433,21:25.4,control,old_page,1
91198,769255,59:47.8,control,old_page,1
91202,643650,20:49.4,treatment,new_page,1
91206,872006,17:27.6,treatment,new_page,1
91238,717355,12:03.6,treatment,new_page,1
91243,818895,56:29.3,treatment,new_page,1
91248,823396,39:13.7,control,old_page,1
91255,811584,39:14.3,treatment,new_page,1
91256,928644,40:49.1,treatment,new_page,1
91264,758038,17:23.2,treatment,new_page,1
91272,870753,56:46.7,control,old_page,1
91276,910568,53:13.8,control,old_page,1
91291,943440,13:55.1,treatment,new_page,1
91307,636710,02:50.7,treatment,new_page,1
91315,671461,21:07.0,control,old_page,1
91330,931937,02:11.1,control,old_page,1
91348,902335,34:11.9,control,old_page,1
91349,883564,11:41.8,control,old_page,1
91352,811587,09:16.5,treatment,new_page,1
91391,730549,28:44.0,control,old_page,1
91392,700053,42:29.4,control,old_page,1
91394,675987,05:28.7,control,old_page,1
91401,827681,11:21.9,treatment,new_page,1
91409,848837,19:19.5,treatment,new_page,1
91412,874197,51:06.7,control,old_page,1
91413,768790,19:37.0,control,old_page,1
91421,864897,47:35.3,treatment,new_page,1
91445,927294,03:19.5,treatment,new_page,1
91462,869873,50:46.5,treatment,new_page,1
91474,649332,46:55.6,control,old_page,1
91476,779622,19:37.9,treatment,new_page,1
91481,860967,21:09.2,control,old_page,1
91483,638995,08:50.8,control,old_page,1
91487,709729,35:21.9,control,old_page,1
91490,816276,20:12.8,control,old_page,1
91492,875379,57:57.6,treatment,new_page,1
91495,636507,59:37.3,control,old_page,1
91503,923211,21:21.9,treatment,new_page,1
91510,734914,34:51.9,control,old_page,1
91512,799505,58:22.4,control,old_page,1
91514,942917,37:24.2,treatment,new_page,1
91518,739088,14:03.9,control,old_page,1
91519,798555,19:53.6,treatment,new_page,1
91536,744074,08:43.2,treatment,new_page,1
91539,776100,29:08.6,control,old_page,1
91564,759358,37:31.2,control,old_page,1
91565,682951,12:14.2,treatment,new_page,1
91569,814655,22:35.8,treatment,new_page,1
91574,799854,10:02.7,treatment,new_page,1
91578,718784,11:39.0,control,old_page,1
91589,903512,32:42.9,control,old_page,1
91592,710044,06:45.8,treatment,new_page,1
91594,900392,46:07.5,treatment,new_page,1
91607,660821,30:10.9,treatment,new_page,1
91621,685013,34:56.5,control,old_page,1
91628,939282,18:24.6,control,old_page,1
91633,892101,42:02.9,control,old_page,1
91636,777262,12:01.6,control,old_page,1
91639,830863,22:22.0,treatment,new_page,1
91640,646366,36:23.9,treatment,new_page,1
91646,671652,49:26.9,control,old_page,1
91666,735614,46:07.2,control,old_page,1
91671,756644,02:18.6,control,old_page,1
91673,885478,04:22.3,control,old_page,1
91681,699029,49:16.6,treatment,new_page,1
91694,918076,32:15.0,control,old_page,1
91730,702910,44:38.4,treatment,new_page,1
91731,859445,54:32.2,control,old_page,1
91745,822169,37:30.6,control,old_page,1
91747,847080,12:20.2,control,old_page,1
91753,881209,15:07.2,control,old_page,1
91755,691088,10:43.9,treatment,new_page,1
91767,824813,22:28.4,treatment,new_page,1
91809,720498,04:38.3,control,old_page,1
91814,896876,39:53.7,control,old_page,1
91815,723929,55:06.5,treatment,new_page,1
91822,857506,02:21.8,treatment,new_page,1
91823,905319,07:29.1,treatment,new_page,1
91824,780845,31:18.7,treatment,new_page,1
91826,868807,48:02.6,treatment,new_page,1
91838,689682,12:24.3,control,old_page,1
91850,908462,33:21.1,treatment,new_page,1
91852,914110,20:35.4,control,old_page,1
91853,847659,44:23.0,control,old_page,1
91864,836466,29:15.3,treatment,new_page,1
91877,647204,31:16.1,treatment,new_page,1
91879,718903,38:50.6,treatment,new_page,1
91880,634240,42:59.4,treatment,new_page,1
91885,684359,23:12.3,control,old_page,1
91888,838468,43:55.3,control,old_page,1
91889,639188,12:09.5,control,old_page,1
91892,674025,15:18.1,treatment,new_page,1
91901,747789,19:11.7,control,old_page,1
91909,653494,23:50.9,control,old_page,1
91955,858850,23:48.8,control,old_page,1
91956,927018,09:29.4,control,old_page,1
91974,888532,01:49.8,control,old_page,1
91984,692966,44:33.8,control,old_page,1
91986,930516,21:16.4,control,old_page,1
92044,782118,26:20.2,control,old_page,1
92048,850703,30:47.2,treatment,new_page,1
92060,632810,36:24.0,treatment,new_page,1
92065,678318,40:51.6,treatment,new_page,1
92075,790620,45:55.9,treatment,new_page,1
92090,854586,59:48.7,treatment,new_page,1
92091,773134,06:24.6,treatment,new_page,1
92096,666874,10:01.8,control,old_page,1
92097,798975,18:51.0,treatment,new_page,1
92100,784283,40:18.5,control,old_page,1
92112,899684,45:02.7,control,old_page,1
92123,727009,45:49.9,control,old_page,1
92131,857311,51:28.5,treatment,new_page,1
92132,720398,58:02.4,treatment,new_page,1
92134,642984,22:45.4,control,old_page,1
92139,706562,58:52.0,treatment,new_page,1
92142,744232,31:03.1,control,old_page,1
92156,896403,31:40.6,treatment,new_page,1
92160,639436,57:36.3,control,old_page,1
92166,925330,31:53.3,treatment,new_page,1
92174,828435,01:07.5,treatment,new_page,1
92193,758707,55:25.8,control,old_page,1
92194,641056,20:57.3,treatment,new_page,1
92195,893249,12:20.0,control,old_page,1
92198,737211,39:16.6,treatment,new_page,1
92202,749141,51:51.2,treatment,new_page,1
92203,774766,52:26.4,treatment,new_page,1
92220,806183,06:39.7,treatment,new_page,1
92222,700635,37:07.2,treatment,new_page,1
92227,853395,33:56.7,treatment,new_page,1
92231,733555,54:15.0,control,old_page,1
92235,912078,31:24.4,control,old_page,1
92242,828093,20:41.0,control,old_page,1
92248,885756,44:14.2,control,old_page,1
92253,937750,43:24.5,control,old_page,1
92259,869135,42:55.6,treatment,new_page,1
92269,665993,48:23.6,treatment,new_page,1
92274,718332,40:07.2,control,old_page,1
92276,850800,40:02.8,control,old_page,1
92280,740545,34:19.1,treatment,new_page,1
92281,763311,23:11.4,control,old_page,1
92284,861888,18:35.8,control,old_page,1
92322,664221,05:17.4,treatment,new_page,1
92336,874075,30:35.2,control,old_page,1
92339,859344,19:43.6,control,old_page,1
92356,748415,36:10.2,treatment,new_page,1
92362,891573,48:49.9,control,old_page,1
92394,815944,32:07.1,control,old_page,1
92400,944355,32:26.1,treatment,new_page,1
92411,932226,40:53.2,treatment,new_page,1
92412,873276,01:16.2,treatment,new_page,1
92415,823450,13:37.4,treatment,new_page,1
92416,873389,28:36.5,control,old_page,1
92427,684827,51:19.1,treatment,new_page,1
92433,784546,48:05.7,treatment,new_page,1
92437,635044,13:44.9,control,old_page,1
92462,867603,29:41.3,control,old_page,1
92474,867604,27:53.4,control,old_page,1
92476,673611,39:45.6,control,old_page,1
92477,768011,36:47.3,treatment,new_page,1
92479,730586,58:17.0,control,old_page,1
92481,862260,21:17.2,control,old_page,1
92489,736138,11:21.2,treatment,new_page,1
92491,657319,45:08.9,control,old_page,1
92499,921632,35:08.2,control,old_page,1
92514,836585,36:20.2,treatment,new_page,1
92518,907060,56:35.7,treatment,new_page,1
92521,652150,34:06.4,treatment,new_page,1
92527,881314,38:51.2,treatment,new_page,1
92531,791611,53:46.6,treatment,new_page,1
92541,774796,30:39.4,treatment,new_page,1
92545,693523,39:27.4,treatment,new_page,1
92550,766207,41:04.4,treatment,new_page,1
92562,863696,52:04.0,treatment,new_page,1
92578,743708,11:29.2,treatment,new_page,1
92584,667686,42:29.0,control,old_page,1
92589,903942,05:56.0,treatment,new_page,1
92595,694293,26:11.1,control,old_page,1
92607,714652,47:55.5,control,old_page,1
92615,644658,42:58.9,control,old_page,1
92626,744590,37:45.7,treatment,new_page,1
92646,699441,52:38.1,control,old_page,1
92661,814503,04:15.5,treatment,new_page,1
92669,824233,22:02.7,treatment,new_page,1
92678,638805,41:28.2,control,old_page,1
92683,863070,06:20.1,control,old_page,1
92690,842961,43:00.0,control,old_page,1
92711,817873,32:00.9,treatment,new_page,1
92717,754408,31:26.8,treatment,new_page,1
92726,893104,55:34.0,treatment,new_page,1
92730,865291,47:16.9,control,old_page,1
92732,876371,36:10.5,treatment,new_page,1
92736,916658,02:30.9,treatment,new_page,1
92737,825801,55:01.8,treatment,new_page,1
92740,701127,14:00.8,treatment,new_page,1
92753,897018,59:04.9,control,old_page,1
92758,762238,24:01.4,treatment,new_page,1
92771,788202,08:02.8,treatment,new_page,1
92777,815560,50:44.4,treatment,new_page,1
92786,944454,03:28.1,treatment,new_page,1
92788,908387,58:30.0,treatment,new_page,1
92789,844227,54:37.3,control,old_page,1
92815,772983,57:02.2,control,old_page,1
92818,820265,09:58.0,treatment,new_page,1
92835,758720,43:47.6,control,old_page,1
92848,902679,24:57.3,treatment,new_page,1
92855,807843,56:08.3,control,old_page,1
92860,768003,56:40.8,control,old_page,1
92865,655819,01:28.9,control,old_page,1
92868,704256,26:28.7,control,old_page,1
92874,890622,45:25.5,treatment,new_page,1
92876,927046,25:17.1,treatment,new_page,1
92888,831887,00:37.4,control,old_page,1
92905,746371,36:32.9,control,old_page,1
92907,738505,57:57.9,control,old_page,1
92912,698637,21:09.5,control,old_page,1
92923,712617,35:47.8,treatment,new_page,1
92928,861729,28:25.7,treatment,new_page,1
92951,938932,21:13.1,treatment,new_page,1
92956,658691,27:22.6,treatment,new_page,1
92959,815947,49:16.9,treatment,new_page,1
92962,851370,16:17.7,control,old_page,1
92966,798209,12:51.8,control,old_page,1
92980,844389,57:24.3,control,old_page,1
92981,720945,56:53.2,treatment,new_page,1
92984,663389,05:18.4,control,old_page,1
92985,849041,40:20.8,treatment,new_page,1
92993,823264,01:38.1,control,old_page,1
93006,723945,32:47.0,treatment,new_page,1
93023,925369,43:07.2,treatment,new_page,1
93038,709439,45:43.1,control,old_page,1
93045,921158,46:22.9,control,old_page,1
93050,886482,28:42.9,control,old_page,1
93084,854659,50:59.1,control,old_page,1
93086,646070,54:36.7,treatment,new_page,1
93096,829525,08:43.8,control,old_page,1
93097,652707,27:47.3,control,old_page,1
93100,639199,22:20.5,treatment,new_page,1
93127,797824,12:23.7,control,old_page,1
93135,710249,56:06.1,control,old_page,1
93143,704159,09:57.0,treatment,new_page,1
93147,880740,24:28.7,control,old_page,1
93155,650705,37:11.4,control,old_page,1
93183,905012,31:53.3,treatment,new_page,1
93189,716612,07:33.1,treatment,new_page,1
93214,886211,42:48.0,control,old_page,1
93250,720256,44:13.4,control,old_page,1
93251,834119,22:13.1,control,old_page,1
93255,831067,48:53.2,control,old_page,1
93258,793747,55:27.0,treatment,new_page,1
93260,945515,12:48.2,control,old_page,1
93265,940602,54:17.1,treatment,new_page,1
93267,663740,49:17.0,control,old_page,1
93274,796044,32:35.2,control,old_page,1
93279,763154,08:13.8,treatment,new_page,1
93283,735571,51:23.9,control,old_page,1
93332,669802,07:26.1,control,old_page,1
93336,634012,15:26.6,treatment,new_page,1
93343,671295,30:21.2,control,old_page,1
93349,886648,45:24.2,treatment,new_page,1
93357,710584,48:57.4,treatment,new_page,1
93359,698057,27:40.4,control,old_page,1
93369,904974,33:29.7,control,old_page,1
93418,910851,35:02.6,treatment,new_page,1
93420,692363,15:33.7,control,old_page,1
93432,630508,55:56.6,treatment,new_page,1
93440,830955,16:07.9,treatment,new_page,1
93442,918416,08:07.0,treatment,new_page,1
93458,882481,52:52.3,control,old_page,1
93462,940895,34:34.7,treatment,new_page,1
93466,769574,13:02.2,control,old_page,1
93469,943688,11:47.9,treatment,new_page,1
93471,716513,21:11.9,treatment,new_page,1
93502,845486,56:45.7,treatment,new_page,1
93532,843694,04:23.0,treatment,new_page,1
93537,904708,59:15.5,treatment,new_page,1
93546,677283,15:15.6,treatment,new_page,1
93555,854197,47:27.0,treatment,new_page,1
93564,882089,24:11.8,control,old_page,1
93565,711972,07:10.6,control,old_page,1
93567,697084,21:01.6,treatment,new_page,1
93568,812924,44:57.8,treatment,new_page,1
93570,830899,16:51.2,control,old_page,1
93624,747658,00:05.0,treatment,new_page,1
93636,934236,55:35.3,control,old_page,1
93650,856106,49:47.1,control,old_page,1
93655,782660,05:29.9,control,old_page,1
93656,800248,10:13.4,treatment,new_page,1
93669,813930,18:39.6,control,old_page,1
93681,909956,53:12.0,control,old_page,1
93684,924748,44:02.8,control,old_page,1
93685,711402,10:09.0,control,old_page,1
93690,820630,17:33.3,treatment,new_page,1
93702,894939,12:46.6,control,old_page,1
93717,890969,52:16.1,control,old_page,1
93723,743698,07:47.5,control,old_page,1
93724,711981,14:31.8,treatment,new_page,1
93730,921987,26:57.2,treatment,new_page,1
93731,915397,01:03.4,control,old_page,1
93733,718614,58:20.6,control,old_page,1
93746,877177,58:23.5,control,old_page,1
93753,703604,20:19.3,control,old_page,1
93758,690506,25:02.1,treatment,new_page,1
93761,729663,15:00.4,control,old_page,1
93764,813286,14:23.9,treatment,new_page,1
93776,749399,21:38.9,treatment,new_page,1
93782,745493,44:13.4,control,old_page,1
93796,886074,06:34.2,control,old_page,1
93800,794219,19:37.4,treatment,new_page,1
93808,669695,47:56.8,treatment,new_page,1
93821,720058,10:06.6,treatment,new_page,1
93828,717069,01:12.9,treatment,new_page,1
93829,863837,05:12.8,treatment,new_page,1
93830,710324,47:46.0,treatment,new_page,1
93835,915350,05:38.0,treatment,new_page,1
93837,901466,47:06.7,treatment,new_page,1
93848,821092,51:24.5,control,old_page,1
93857,830387,31:14.7,treatment,new_page,1
93873,835773,56:58.4,treatment,new_page,1
93879,874858,08:39.7,control,old_page,1
93885,734443,51:39.9,control,old_page,1
93886,738429,07:44.0,control,old_page,1
93894,853483,39:55.2,control,old_page,1
93895,900709,37:44.9,control,old_page,1
93899,783400,30:23.8,treatment,new_page,1
93915,849522,22:17.2,control,old_page,1
93932,893349,23:29.3,control,old_page,1
93944,939403,21:00.3,treatment,new_page,1
93966,708348,41:39.4,treatment,new_page,1
93969,642496,08:30.5,treatment,new_page,1
93970,735787,53:10.6,treatment,new_page,1
93985,705082,31:06.9,treatment,new_page,1
93991,801431,22:08.8,control,old_page,1
93993,711103,12:12.3,control,old_page,1
93994,674953,03:16.0,control,old_page,1
